Crop_Recommended,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status,Crop_Recommended_enc,Soil_Health_Class_enc,Nutrient_Deficiencies_enc,Soil_Fertility_Status_enc
Cotton,90.09,Excellent,None,Fertile,0,0,4,0
Maize,71.92,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Potato,76.78,Good,None,Fertile,4,1,4,0
Jute,80.58,Excellent,None,Fertile,2,0,4,0
Potato,54.92,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,4,2,2,1
Cotton,86.89,Excellent,None,Fertile,0,0,4,0
Jute,60.69,Good,"Nitrogen, Potassium",Infertile,2,1,3,1
Wheat,71.13,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Sugarcane,89.39,Excellent,None,Fertile,7,0,4,0
Groundnut,59.23,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Potato,59.58,Moderate,Nitrogen,Moderately Fertile,4,2,0,2
Groundnut,59.5,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Groundnut,57.92,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Tomato,70.49,Good,Potassium,Moderately Fertile,8,1,7,2
Soybean,69.16,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Potato,77.59,Good,Nitrogen,Moderately Fertile,4,1,0,2
Groundnut,54.31,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Tomato,58.45,Moderate,"Nitrogen, Phosphorus",Infertile,8,2,1,1
Potato,49.32,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Tomato,53.64,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Sugarcane,83.78,Excellent,None,Fertile,7,0,4,0
Sugarcane,77.69,Good,None,Fertile,7,1,4,0
Sugarcane,84.32,Excellent,Potassium,Moderately Fertile,7,0,7,2
Cotton,89.17,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Wheat,81.34,Excellent,Potassium,Moderately Fertile,9,0,7,2
Maize,72.64,Good,Phosphorus,Moderately Fertile,3,1,5,2
Sugarcane,83.3,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Potato,79.26,Good,None,Fertile,4,1,4,0
Potato,71.04,Good,Potassium,Moderately Fertile,4,1,7,2
Maize,91.33,Excellent,None,Fertile,3,0,4,0
Groundnut,51.03,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Sugarcane,82.45,Excellent,None,Fertile,7,0,4,0
Tomato,80.41,Excellent,None,Fertile,8,0,4,0
Cotton,69.34,Good,Nitrogen,Moderately Fertile,0,1,0,2
Soybean,74.99,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Maize,84.69,Excellent,Potassium,Moderately Fertile,3,0,7,2
Maize,80.56,Excellent,None,Fertile,3,0,4,0
Potato,86.93,Excellent,None,Fertile,4,0,4,0
Tomato,64.83,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,75.95,Good,Potassium,Moderately Fertile,6,1,7,2
Groundnut,72.78,Good,Potassium,Moderately Fertile,1,1,7,2
Wheat,70.37,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Tomato,80.88,Excellent,None,Fertile,8,0,4,0
Rice,83.48,Excellent,None,Fertile,5,0,4,0
Sugarcane,66.09,Good,"Nitrogen, Potassium",Infertile,7,1,3,1
Maize,64.13,Good,Nitrogen,Moderately Fertile,3,1,0,2
Jute,80.16,Excellent,Potassium,Moderately Fertile,2,0,7,2
Maize,58.35,Moderate,"Phosphorus, Potassium",Infertile,3,2,6,1
Maize,85.03,Excellent,None,Fertile,3,0,4,0
Cotton,59.76,Moderate,"Nitrogen, Potassium",Infertile,0,2,3,1
Cotton,63.72,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Jute,74.94,Good,Potassium,Moderately Fertile,2,1,7,2
Maize,77.69,Good,Phosphorus,Moderately Fertile,3,1,5,2
Cotton,93.99,Excellent,None,Fertile,0,0,4,0
Potato,66.23,Good,Nitrogen,Moderately Fertile,4,1,0,2
Potato,89.55,Excellent,None,Fertile,4,0,4,0
Potato,57.98,Moderate,"Phosphorus, Potassium",Infertile,4,2,6,1
Potato,64.08,Good,Phosphorus,Moderately Fertile,4,1,5,2
Groundnut,58.62,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Jute,74.62,Good,None,Fertile,2,1,4,0
Rice,87.77,Excellent,None,Fertile,5,0,4,0
Maize,77.63,Good,Potassium,Moderately Fertile,3,1,7,2
Jute,92.23,Excellent,None,Fertile,2,0,4,0
Potato,62.35,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Tomato,76.78,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Potato,69.37,Good,Phosphorus,Moderately Fertile,4,1,5,2
Soybean,90.4,Excellent,None,Fertile,6,0,4,0
Groundnut,77.5,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,83.08,Excellent,None,Fertile,2,0,4,0
Wheat,84.78,Excellent,Nitrogen,Moderately Fertile,9,0,0,2
Tomato,90.59,Excellent,None,Fertile,8,0,4,0
Cotton,87.65,Excellent,None,Fertile,0,0,4,0
Groundnut,66.11,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Groundnut,86.93,Excellent,None,Fertile,1,0,4,0
Groundnut,65.19,Good,None,Fertile,1,1,4,0
Groundnut,69.15,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Sugarcane,87.75,Excellent,None,Fertile,7,0,4,0
Wheat,80.79,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Rice,86.2,Excellent,None,Fertile,5,0,4,0
Sugarcane,79.14,Good,Potassium,Moderately Fertile,7,1,7,2
Sugarcane,84.6,Excellent,None,Fertile,7,0,4,0
Jute,70.13,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Rice,80.47,Excellent,Nitrogen,Moderately Fertile,5,0,0,2
Soybean,65.76,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Wheat,86.85,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Wheat,78.88,Good,Phosphorus,Moderately Fertile,9,1,5,2
Groundnut,65.72,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,81.13,Excellent,None,Fertile,2,0,4,0
Wheat,81.97,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Sugarcane,77.48,Good,Nitrogen,Moderately Fertile,7,1,0,2
Jute,72.98,Good,Potassium,Moderately Fertile,2,1,7,2
Jute,77.96,Good,Potassium,Moderately Fertile,2,1,7,2
Tomato,66.07,Good,Potassium,Moderately Fertile,8,1,7,2
Jute,73.13,Good,Potassium,Moderately Fertile,2,1,7,2
Rice,82.65,Excellent,None,Fertile,5,0,4,0
Soybean,84.58,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Tomato,78.98,Good,Potassium,Moderately Fertile,8,1,7,2
Rice,75.05,Good,"Phosphorus, Potassium",Infertile,5,1,6,1
Maize,58.56,Moderate,"Nitrogen, Phosphorus",Infertile,3,2,1,1
Groundnut,66.01,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,80.05,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Groundnut,68.04,Good,Nitrogen,Moderately Fertile,1,1,0,2
Maize,86.25,Excellent,Potassium,Moderately Fertile,3,0,7,2
Sugarcane,94.13,Excellent,None,Fertile,7,0,4,0
Potato,85.39,Excellent,None,Fertile,4,0,4,0
Potato,57.48,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Sugarcane,81.7,Excellent,None,Fertile,7,0,4,0
Rice,77.78,Good,Potassium,Moderately Fertile,5,1,7,2
Potato,67.23,Good,Nitrogen,Moderately Fertile,4,1,0,2
Tomato,72.34,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Jute,83.33,Excellent,None,Fertile,2,0,4,0
Potato,64.26,Good,Potassium,Moderately Fertile,4,1,7,2
Groundnut,66.95,Good,Nitrogen,Moderately Fertile,1,1,0,2
Groundnut,67.87,Good,Potassium,Moderately Fertile,1,1,7,2
Maize,84.21,Excellent,None,Fertile,3,0,4,0
Wheat,76.91,Good,Nitrogen,Moderately Fertile,9,1,0,2
Tomato,59.24,Moderate,"Nitrogen, Potassium",Infertile,8,2,3,1
Tomato,88.02,Excellent,None,Fertile,8,0,4,0
Groundnut,67.33,Good,Nitrogen,Moderately Fertile,1,1,0,2
Sugarcane,87.58,Excellent,None,Fertile,7,0,4,0
Groundnut,54.48,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,1,2,2,1
Tomato,87.07,Excellent,None,Fertile,8,0,4,0
Cotton,80.67,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Jute,69.08,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Tomato,72.66,Good,Potassium,Moderately Fertile,8,1,7,2
Sugarcane,83.43,Excellent,Potassium,Moderately Fertile,7,0,7,2
Jute,80.57,Excellent,None,Fertile,2,0,4,0
Jute,87.96,Excellent,None,Fertile,2,0,4,0
Sugarcane,73.93,Good,Potassium,Moderately Fertile,7,1,7,2
Wheat,83.09,Excellent,Potassium,Moderately Fertile,9,0,7,2
Groundnut,57.21,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Wheat,70.52,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Potato,53.49,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Rice,66.68,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Maize,73.62,Good,Potassium,Moderately Fertile,3,1,7,2
Soybean,80.87,Excellent,Potassium,Moderately Fertile,6,0,7,2
Maize,84.25,Excellent,None,Fertile,3,0,4,0
Jute,77.84,Good,Potassium,Moderately Fertile,2,1,7,2
Groundnut,69.4,Good,Phosphorus,Moderately Fertile,1,1,5,2
Potato,82.82,Excellent,None,Fertile,4,0,4,0
Potato,87.06,Excellent,None,Fertile,4,0,4,0
Soybean,80.79,Excellent,Nitrogen,Moderately Fertile,6,0,0,2
Jute,78.15,Good,Phosphorus,Moderately Fertile,2,1,5,2
Groundnut,75.95,Good,Phosphorus,Moderately Fertile,1,1,5,2
Groundnut,57.47,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Groundnut,86.47,Excellent,None,Fertile,1,0,4,0
Jute,55.86,Moderate,"Phosphorus, Potassium",Infertile,2,2,6,1
Potato,58.19,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Maize,87.4,Excellent,None,Fertile,3,0,4,0
Groundnut,58.89,Moderate,"Phosphorus, Potassium",Infertile,1,2,6,1
Maize,78.76,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Tomato,76.8,Good,None,Fertile,8,1,4,0
Potato,79.87,Good,None,Fertile,4,1,4,0
Tomato,55.41,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Maize,84.23,Excellent,None,Fertile,3,0,4,0
Groundnut,55.0,Moderate,"Nitrogen, Potassium",Infertile,1,2,3,1
Maize,70.63,Good,"Nitrogen, Phosphorus",Infertile,3,1,1,1
Cotton,72.42,Good,Potassium,Moderately Fertile,0,1,7,2
Wheat,76.33,Good,Phosphorus,Moderately Fertile,9,1,5,2
Soybean,81.01,Excellent,None,Fertile,6,0,4,0
Sugarcane,89.5,Excellent,None,Fertile,7,0,4,0
Sugarcane,83.22,Excellent,Potassium,Moderately Fertile,7,0,7,2
Rice,91.68,Excellent,None,Fertile,5,0,4,0
Tomato,76.46,Good,Phosphorus,Moderately Fertile,8,1,5,2
Groundnut,61.92,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Jute,66.78,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Groundnut,60.44,Good,"Phosphorus, Potassium",Infertile,1,1,6,1
Soybean,59.96,Moderate,"Phosphorus, Potassium",Infertile,6,2,6,1
Groundnut,85.35,Excellent,None,Fertile,1,0,4,0
Jute,79.24,Good,Nitrogen,Moderately Fertile,2,1,0,2
Potato,72.74,Good,Phosphorus,Moderately Fertile,4,1,5,2
Groundnut,84.75,Excellent,Phosphorus,Moderately Fertile,1,0,5,2
Cotton,86.17,Excellent,None,Fertile,0,0,4,0
Soybean,74.73,Good,Phosphorus,Moderately Fertile,6,1,5,2
Sugarcane,92.88,Excellent,None,Fertile,7,0,4,0
Potato,61.57,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Rice,71.58,Good,Potassium,Moderately Fertile,5,1,7,2
Sugarcane,75.74,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Sugarcane,71.7,Good,Phosphorus,Moderately Fertile,7,1,5,2
Cotton,75.49,Good,Phosphorus,Moderately Fertile,0,1,5,2
Jute,77.23,Good,Phosphorus,Moderately Fertile,2,1,5,2
Soybean,85.87,Excellent,None,Fertile,6,0,4,0
Rice,84.06,Excellent,None,Fertile,5,0,4,0
Wheat,79.87,Good,Phosphorus,Moderately Fertile,9,1,5,2
Soybean,78.08,Good,Nitrogen,Moderately Fertile,6,1,0,2
Rice,82.35,Excellent,None,Fertile,5,0,4,0
Maize,81.22,Excellent,None,Fertile,3,0,4,0
Soybean,73.24,Good,Potassium,Moderately Fertile,6,1,7,2
Jute,94.01,Excellent,None,Fertile,2,0,4,0
Tomato,75.56,Good,None,Fertile,8,1,4,0
Rice,56.12,Moderate,"Nitrogen, Potassium",Infertile,5,2,3,1
Tomato,78.43,Good,None,Fertile,8,1,4,0
Potato,68.18,Good,Potassium,Moderately Fertile,4,1,7,2
Jute,80.15,Excellent,None,Fertile,2,0,4,0
Potato,66.04,Good,"Nitrogen, Potassium",Infertile,4,1,3,1
Cotton,75.86,Good,Potassium,Moderately Fertile,0,1,7,2
Groundnut,67.18,Good,None,Fertile,1,1,4,0
Potato,80.89,Excellent,Potassium,Moderately Fertile,4,0,7,2
Wheat,68.67,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Jute,80.07,Excellent,None,Fertile,2,0,4,0
Rice,63.53,Good,"Nitrogen, Phosphorus",Infertile,5,1,1,1
Groundnut,65.1,Good,Nitrogen,Moderately Fertile,1,1,0,2
Wheat,73.44,Good,Nitrogen,Moderately Fertile,9,1,0,2
Cotton,79.95,Good,None,Fertile,0,1,4,0
Groundnut,78.54,Good,None,Fertile,1,1,4,0
Maize,89.15,Excellent,None,Fertile,3,0,4,0
Groundnut,79.17,Good,None,Fertile,1,1,4,0
Sugarcane,94.36,Excellent,None,Fertile,7,0,4,0
Cotton,80.95,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Maize,78.9,Good,None,Fertile,3,1,4,0
Cotton,92.11,Excellent,None,Fertile,0,0,4,0
Soybean,53.5,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,6,2,2,1
Cotton,75.57,Good,Phosphorus,Moderately Fertile,0,1,5,2
Jute,64.78,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Wheat,84.06,Excellent,Potassium,Moderately Fertile,9,0,7,2
Jute,84.59,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Soybean,89.98,Excellent,None,Fertile,6,0,4,0
Rice,71.9,Good,Phosphorus,Moderately Fertile,5,1,5,2
Rice,66.56,Good,"Nitrogen, Potassium",Infertile,5,1,3,1
Cotton,70.72,Good,Potassium,Moderately Fertile,0,1,7,2
Sugarcane,69.43,Good,Nitrogen,Moderately Fertile,7,1,0,2
Groundnut,64.96,Good,Nitrogen,Moderately Fertile,1,1,0,2
Wheat,91.45,Excellent,None,Fertile,9,0,4,0
Groundnut,79.55,Good,None,Fertile,1,1,4,0
Cotton,78.41,Good,Potassium,Moderately Fertile,0,1,7,2
Soybean,82.1,Excellent,None,Fertile,6,0,4,0
Wheat,76.4,Good,Phosphorus,Moderately Fertile,9,1,5,2
Jute,74.48,Good,None,Fertile,2,1,4,0
Rice,78.44,Good,None,Fertile,5,1,4,0
Soybean,86.21,Excellent,None,Fertile,6,0,4,0
Groundnut,82.01,Excellent,Potassium,Moderately Fertile,1,0,7,2
Groundnut,76.4,Good,"Nitrogen, Potassium",Infertile,1,1,3,1
Tomato,69.24,Good,Potassium,Moderately Fertile,8,1,7,2
Wheat,78.67,Good,None,Fertile,9,1,4,0
Tomato,68.39,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Cotton,80.97,Excellent,None,Fertile,0,0,4,0
Groundnut,78.92,Good,None,Fertile,1,1,4,0
Potato,65.52,Good,Nitrogen,Moderately Fertile,4,1,0,2
Wheat,84.6,Excellent,Phosphorus,Moderately Fertile,9,0,5,2
Tomato,63.44,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,63.67,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Sugarcane,82.68,Excellent,Potassium,Moderately Fertile,7,0,7,2
Soybean,69.42,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Jute,77.61,Good,None,Fertile,2,1,4,0
Rice,79.02,Good,None,Fertile,5,1,4,0
Rice,77.69,Good,Potassium,Moderately Fertile,5,1,7,2
Maize,84.05,Excellent,None,Fertile,3,0,4,0
Jute,78.79,Good,Phosphorus,Moderately Fertile,2,1,5,2
Jute,68.57,Good,Phosphorus,Moderately Fertile,2,1,5,2
Jute,86.1,Excellent,None,Fertile,2,0,4,0
Maize,64.61,Good,"Phosphorus, Potassium",Infertile,3,1,6,1
Potato,72.84,Good,Nitrogen,Moderately Fertile,4,1,0,2
Sugarcane,78.32,Good,None,Fertile,7,1,4,0
Jute,77.66,Good,Nitrogen,Moderately Fertile,2,1,0,2
Tomato,63.42,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,68.35,Good,Nitrogen,Moderately Fertile,8,1,0,2
Maize,73.21,Good,Phosphorus,Moderately Fertile,3,1,5,2
Rice,68.26,Good,Nitrogen,Moderately Fertile,5,1,0,2
Tomato,68.01,Good,"Phosphorus, Potassium",Infertile,8,1,6,1
Rice,58.2,Moderate,"Nitrogen, Phosphorus",Infertile,5,2,1,1
Sugarcane,67.74,Good,Phosphorus,Moderately Fertile,7,1,5,2
Rice,88.4,Excellent,None,Fertile,5,0,4,0
Soybean,81.78,Excellent,None,Fertile,6,0,4,0
Wheat,86.72,Excellent,None,Fertile,9,0,4,0
Potato,56.62,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Maize,58.1,Moderate,"Nitrogen, Phosphorus",Infertile,3,2,1,1
Maize,85.03,Excellent,None,Fertile,3,0,4,0
Maize,83.25,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Cotton,85.96,Excellent,None,Fertile,0,0,4,0
Potato,56.29,Moderate,"Nitrogen, Phosphorus",Infertile,4,2,1,1
Tomato,78.14,Good,None,Fertile,8,1,4,0
Tomato,74.29,Good,Potassium,Moderately Fertile,8,1,7,2
Maize,81.43,Excellent,None,Fertile,3,0,4,0
Cotton,73.97,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Sugarcane,76.63,Good,None,Fertile,7,1,4,0
Maize,88.63,Excellent,None,Fertile,3,0,4,0
Tomato,67.91,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,77.37,Good,Phosphorus,Moderately Fertile,6,1,5,2
Maize,70.78,Good,Potassium,Moderately Fertile,3,1,7,2
Rice,69.78,Good,Phosphorus,Moderately Fertile,5,1,5,2
Wheat,76.53,Good,Potassium,Moderately Fertile,9,1,7,2
Cotton,74.86,Good,Potassium,Moderately Fertile,0,1,7,2
Cotton,75.34,Good,Phosphorus,Moderately Fertile,0,1,5,2
Groundnut,78.23,Good,None,Fertile,1,1,4,0
Groundnut,87.5,Excellent,None,Fertile,1,0,4,0
Cotton,71.07,Good,Phosphorus,Moderately Fertile,0,1,5,2
Rice,87.7,Excellent,None,Fertile,5,0,4,0
Maize,75.73,Good,Nitrogen,Moderately Fertile,3,1,0,2
Maize,80.45,Excellent,None,Fertile,3,0,4,0
Cotton,87.13,Excellent,Phosphorus,Moderately Fertile,0,0,5,2
Wheat,83.77,Excellent,None,Fertile,9,0,4,0
Jute,64.24,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Groundnut,65.14,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,69.37,Good,Phosphorus,Moderately Fertile,6,1,5,2
Sugarcane,91.9,Excellent,None,Fertile,7,0,4,0
Wheat,79.81,Good,None,Fertile,9,1,4,0
Cotton,71.68,Good,Phosphorus,Moderately Fertile,0,1,5,2
Cotton,64.29,Good,"Phosphorus, Potassium",Infertile,0,1,6,1
Maize,72.49,Good,Potassium,Moderately Fertile,3,1,7,2
Wheat,84.61,Excellent,Potassium,Moderately Fertile,9,0,7,2
Jute,65.99,Good,"Nitrogen, Phosphorus",Infertile,2,1,1,1
Wheat,97.65,Excellent,None,Fertile,9,0,4,0
Maize,90.55,Excellent,None,Fertile,3,0,4,0
Soybean,68.98,Good,Potassium,Moderately Fertile,6,1,7,2
Rice,75.55,Good,Phosphorus,Moderately Fertile,5,1,5,2
Potato,72.86,Good,Potassium,Moderately Fertile,4,1,7,2
Tomato,81.82,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Jute,84.66,Excellent,None,Fertile,2,0,4,0
Jute,59.2,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,2,2,2,1
Soybean,74.05,Good,Nitrogen,Moderately Fertile,6,1,0,2
Tomato,59.62,Moderate,"Phosphorus, Potassium",Infertile,8,2,6,1
Sugarcane,82.78,Excellent,Phosphorus,Moderately Fertile,7,0,5,2
Potato,80.31,Excellent,Phosphorus,Moderately Fertile,4,0,5,2
Soybean,88.69,Excellent,None,Fertile,6,0,4,0
Tomato,79.22,Good,Potassium,Moderately Fertile,8,1,7,2
Maize,74.26,Good,Potassium,Moderately Fertile,3,1,7,2
Wheat,74.7,Good,Potassium,Moderately Fertile,9,1,7,2
Rice,77.88,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,88.49,Excellent,None,Fertile,1,0,4,0
Sugarcane,71.56,Good,None,Fertile,7,1,4,0
Potato,64.24,Good,"Nitrogen, Phosphorus, Potassium",Infertile,4,1,2,1
Potato,85.5,Excellent,None,Fertile,4,0,4,0
Jute,85.74,Excellent,Phosphorus,Moderately Fertile,2,0,5,2
Tomato,53.26,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Wheat,80.89,Excellent,None,Fertile,9,0,4,0
Jute,76.79,Good,Potassium,Moderately Fertile,2,1,7,2
Wheat,70.31,Good,Phosphorus,Moderately Fertile,9,1,5,2
Soybean,81.68,Excellent,None,Fertile,6,0,4,0
Wheat,90.72,Excellent,None,Fertile,9,0,4,0
Groundnut,87.72,Excellent,None,Fertile,1,0,4,0
Sugarcane,88.6,Excellent,None,Fertile,7,0,4,0
Potato,86.33,Excellent,None,Fertile,4,0,4,0
Soybean,72.23,Good,Potassium,Moderately Fertile,6,1,7,2
Sugarcane,92.03,Excellent,None,Fertile,7,0,4,0
Potato,57.49,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Sugarcane,82.75,Excellent,None,Fertile,7,0,4,0
Wheat,61.36,Good,"Nitrogen, Potassium",Infertile,9,1,3,1
Sugarcane,82.46,Excellent,None,Fertile,7,0,4,0
Jute,65.78,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Tomato,74.06,Good,Potassium,Moderately Fertile,8,1,7,2
Tomato,82.01,Excellent,Phosphorus,Moderately Fertile,8,0,5,2
Soybean,76.8,Good,Phosphorus,Moderately Fertile,6,1,5,2
Maize,84.91,Excellent,Potassium,Moderately Fertile,3,0,7,2
Groundnut,61.07,Good,Nitrogen,Moderately Fertile,1,1,0,2
Soybean,89.11,Excellent,None,Fertile,6,0,4,0
Wheat,87.63,Excellent,None,Fertile,9,0,4,0
Maize,89.48,Excellent,None,Fertile,3,0,4,0
Tomato,48.99625000000002,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,8,2,2,1
Wheat,82.72,Excellent,None,Fertile,9,0,4,0
Rice,83.47,Excellent,None,Fertile,5,0,4,0
Sugarcane,73.94,Good,Potassium,Moderately Fertile,7,1,7,2
Jute,91.15,Excellent,None,Fertile,2,0,4,0
Maize,76.82,Good,Potassium,Moderately Fertile,3,1,7,2
Potato,61.45,Good,"Nitrogen, Phosphorus",Infertile,4,1,1,1
Soybean,87.55,Excellent,Potassium,Moderately Fertile,6,0,7,2
Rice,79.3,Good,Potassium,Moderately Fertile,5,1,7,2
Soybean,80.31,Excellent,None,Fertile,6,0,4,0
Soybean,63.99,Good,"Phosphorus, Potassium",Infertile,6,1,6,1
Maize,83.43,Excellent,None,Fertile,3,0,4,0
Soybean,75.33,Good,Phosphorus,Moderately Fertile,6,1,5,2
Soybean,90.8,Excellent,None,Fertile,6,0,4,0
Rice,76.48,Good,Potassium,Moderately Fertile,5,1,7,2
Groundnut,82.48,Excellent,None,Fertile,1,0,4,0
Cotton,87.17,Excellent,None,Fertile,0,0,4,0
Wheat,68.43,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Rice,85.68,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Potato,54.87,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Groundnut,52.58,Moderate,"Nitrogen, Phosphorus",Infertile,1,2,1,1
Sugarcane,82.24,Excellent,None,Fertile,7,0,4,0
Tomato,69.54,Good,Nitrogen,Moderately Fertile,8,1,0,2
Soybean,88.22,Excellent,None,Fertile,6,0,4,0
Soybean,68.1,Good,"Nitrogen, Potassium",Infertile,6,1,3,1
Maize,84.11,Excellent,None,Fertile,3,0,4,0
Groundnut,73.19,Good,Potassium,Moderately Fertile,1,1,7,2
Soybean,81.88,Excellent,Phosphorus,Moderately Fertile,6,0,5,2
Sugarcane,79.45,Good,None,Fertile,7,1,4,0
Maize,87.23,Excellent,None,Fertile,3,0,4,0
Potato,79.85,Good,None,Fertile,4,1,4,0
Maize,86.75,Excellent,None,Fertile,3,0,4,0
Groundnut,74.42,Good,Phosphorus,Moderately Fertile,1,1,5,2
Jute,67.85,Good,"Phosphorus, Potassium",Infertile,2,1,6,1
Jute,80.17,Excellent,Potassium,Moderately Fertile,2,0,7,2
Sugarcane,86.95,Excellent,None,Fertile,7,0,4,0
Sugarcane,67.44,Good,"Phosphorus, Potassium",Infertile,7,1,6,1
Potato,52.76,Moderate,"Nitrogen, Potassium",Infertile,4,2,3,1
Potato,74.42,Good,"Phosphorus, Potassium",Infertile,4,1,6,1
Groundnut,75.07,Good,Potassium,Moderately Fertile,1,1,7,2
Maize,82.01,Excellent,Phosphorus,Moderately Fertile,3,0,5,2
Maize,85.05,Excellent,None,Fertile,3,0,4,0
Groundnut,76.09,Good,Potassium,Moderately Fertile,1,1,7,2
Cotton,87.11,Excellent,None,Fertile,0,0,4,0
Jute,87.02,Excellent,None,Fertile,2,0,4,0
Wheat,71.45,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Groundnut,71.57,Good,Nitrogen,Moderately Fertile,1,1,0,2
Cotton,74.31,Good,Potassium,Moderately Fertile,0,1,7,2
Maize,74.76,Good,Phosphorus,Moderately Fertile,3,1,5,2
Potato,82.35,Excellent,Phosphorus,Moderately Fertile,4,0,5,2
Wheat,68.37,Good,"Phosphorus, Potassium",Infertile,9,1,6,1
Cotton,52.48,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile,0,2,2,1
Potato,79.51,Good,None,Fertile,4,1,4,0
Groundnut,75.1,Good,Phosphorus,Moderately Fertile,1,1,5,2
Maize,77.93,Good,None,Fertile,3,1,4,0
Rice,70.27,Good,Potassium,Moderately Fertile,5,1,7,2
Sugarcane,69.82,Good,Phosphorus,Moderately Fertile,7,1,5,2
Rice,85.38,Excellent,Phosphorus,Moderately Fertile,5,0,5,2
Potato,69.3,Good,Nitrogen,Moderately Fertile,4,1,0,2
Soybean,90.64,Excellent,None,Fertile,6,0,4,0
