Soil_Type,Nitrogen,Phosphorus,Potassium,pH,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Type_enc
Black,68.97,24.32,90.47,8.44,1.09,1.03,29.04,91.17,1
Black,99.41,77.57,269.01,8.29,1.41,0.58,36.86,45.52,1
Alluvial,82.61,83.07,149.05,6.25,1.18,0.4,36.41,58.39,0
Clayey,83.29,5.34,64.54,7.48,0.8,1.05,25.45,90.85,2
Loamy,138.69,16.02,137.15,7.05,1.13,1.05,22.78,74.67,3
Black,137.3,89.0,15.73,7.99,1.62,0.74,35.74,51.02,1
Black,132.36,41.37,138.57,8.4,1.52,0.81,32.05,76.46,1
Clayey,90.91,82.0,51.77,7.03,1.15,1.38,33.66,85.93,2
Black,53.37,39.96,171.36,7.95,1.885,1.39,33.94,64.1,1
Loamy,96.82,52.3,229.29,6.15,1.04,0.51,37.37,43.04,3
Alluvial,56.41,56.06,274.26,6.59,0.62,1.32,37.49,46.96,0
Loamy,132.44,56.87,82.53,6.7,1.04,0.43,23.68,90.62,3
Silty,121.01,78.36,36.12,6.41,0.95,1.11,21.22,56.72,5
Loamy,105.52,52.18,111.4,7.34,1.08,0.57,22.87,74.32,3
Clayey,87.22,80.23,226.54,6.58,0.83,2.37,35.15,84.01,2
Black,65.43,39.73,262.56,8.05,0.88,1.13,26.85,84.14,1
Silty,135.88,72.25,221.99,6.02,1.05,1.27,19.63,52.79,5
Black,77.69,26.81,73.23,7.65,1.3,0.93,30.81,90.57,1
Loamy,74.85,59.38,192.04,6.83,0.96,0.21,36.21,62.57,3
Clayey,65.58,19.34,122.53,7.37,0.66,2.43,24.15,55.36,2
Clayey,107.7,37.26,41.87,7.71,0.8,0.61,35.31,49.34,2
Alluvial,121.43,44.85,74.47,6.1,0.6,1.4,19.59,61.43,0
Black,51.84,51.53,220.61,7.99,1.33,1.62,19.13,63.24,1
Black,55.28,7.05,211.63,8.43,1.69,1.63,36.94,53.91,1
Loamy,66.48,81.56,67.02,6.54,0.49,0.68,30.71,88.96,3
Alluvial,57.65,6.92,235.29,7.18,1.14,1.09,35.23,41.57,0
Sandy,118.64,77.93,176.85,5.68,0.41,0.18,21.22,40.84,4
Silty,134.01,84.53,173.02,6.92,1.15,0.86,23.95,94.84,5
Clayey,124.19,67.78,13.46,7.85,1.03,2.15,25.74,46.31,2
Black,75.32,73.44,39.24,8.3,1.65,0.69,32.63,60.98,1
Silty,138.66,28.82,210.57,6.77,0.9,0.27,26.7,75.89,5
Clayey,116.94,76.63,33.66,6.83,0.67,0.73,24.58,63.33,2
Loamy,13.93,32.67,177.94,6.58,0.94,0.16,25.15,81.73,3
Black,59.63,45.05,62.85,8.16,1.87,1.67,37.75,58.32,1
Loamy,6.73,84.44,100.64,6.73,0.46,0.78,23.77,52.89,3
Loamy,136.46,76.31,33.93,6.02,0.43,1.46,25.74,50.85,3
Alluvial,55.65,21.73,66.63,6.36,1.09,0.37,22.07,55.74,0
Clayey,117.57,50.46,255.67,6.03,1.21,2.43,29.52,64.57,2
Loamy,101.67,65.49,199.48,7.49,0.57,0.7,34.41,91.93,3
Alluvial,68.18,87.57,136.93,6.88,0.66,1.07,29.32,78.64,0
Clayey,75.61,43.6,126.08,7.65,1.23,2.44,35.04,82.43,2
Loamy,80.36,87.12,35.49,7.22,0.86,1.25,33.37,93.11,3
Black,70.57,44.45,30.04,7.61,1.52,1.54,21.74,77.42,1
Loamy,110.75,33.21,247.44,7.36,0.97,1.21,32.95,63.34,3
Alluvial,129.42,38.87,185.14,6.37,0.74,0.25,31.32,83.0,0
Silty,5.55,72.87,85.92,7.32,1.07,0.77,33.45,65.1,5
Alluvial,102.84,85.29,182.7,6.27,0.92,1.16,30.23,80.5,0
Loamy,75.22,73.78,136.78,6.98,0.65,1.25,20.41,94.64,3
Clayey,91.65,85.75,211.74,6.62,1.07,1.59,18.24,46.41,2
Black,88.74,26.61,267.01,7.69,1.52,1.37,36.93,84.98,1
Alluvial,111.14,18.85,56.3,6.64,0.75,0.48,31.68,82.88,0
Loamy,69.84,46.79,111.81,6.34,0.49,1.46,37.68,44.21,3
Silty,111.78,55.36,129.31,7.15,0.61,0.88,35.41,65.29,5
Sandy,39.6,24.7,87.23,5.6,0.14,0.35,23.47,42.11,4
Alluvial,137.09,28.87,203.14,6.02,1.11,1.49,23.85,68.7,0
Alluvial,7.94,68.59,49.83,6.78,0.45,0.76,22.18,57.15,0
Clayey,132.33,6.64,31.33,6.33,1.34,2.03,32.75,80.56,2
Black,77.34,78.47,218.46,7.7,1.22,1.2,24.91,63.9,1
Sandy,6.92,73.59,41.17,6.45,0.41,0.09,26.21,57.51,4
Sandy,3.04,27.76,167.2,5.83,0.32,0.18,36.12,90.2,4
Sandy,26.93,5.74,236.62,6.42,0.34,0.25,24.93,44.7,4
Sandy,19.12,73.65,22.49,6.38,0.33,0.28,37.39,82.76,4
Sandy,67.4,82.07,65.38,7.11,0.46,0.39,28.15,75.4,4
Loamy,98.36,10.55,32.76,7.42,1.11,1.28,28.89,63.94,3
Loamy,5.83,66.64,112.13,6.67,1.12,0.8,20.05,54.57,3
Sandy,53.34,2.73,77.78,6.68,0.18,0.12,31.41,74.14,4
Sandy,37.15,14.65,119.73,5.78,0.35,0.38,20.96,50.33,4
Sandy,10.84,6.44,103.86,6.46,0.11,0.21,27.05,69.46,4
Sandy,46.78,13.43,77.65,5.66,0.25,0.28,31.28,45.41,4
Clayey,87.2,54.66,208.47,6.43,0.83,2.2,18.6,55.98,2
Black,65.21,36.11,105.76,7.79,0.98,1.28,20.16,70.08,1
Black,87.41,37.55,32.86,7.49,1.55,1.29,24.27,66.73,1
Black,93.68,18.76,250.8,7.35,1.885,1.08,32.16,53.26,1
Black,133.3,87.54,22.21,8.06,1.56,0.56,34.19,59.45,1
Alluvial,137.81,4.42,136.92,6.9,0.73,1.06,32.47,85.62,0
Black,128.84,5.26,184.48,7.29,1.4,1.33,35.63,47.23,1
Loamy,107.05,27.22,114.03,7.29,0.91,0.61,34.95,61.26,3
Loamy,119.44,33.57,52.53,7.23,0.6,0.22,22.13,82.41,3
Loamy,114.53,88.23,231.79,6.9,1.07,0.18,23.52,79.03,3
Sandy,3.43,42.1,35.38,5.93,0.14,0.33,20.53,76.95,4
Alluvial,75.32,51.28,213.75,6.28,0.59,0.83,19.89,56.32,0
Loamy,126.92,26.47,223.5,7.45,0.85,0.94,18.17,47.14,3
Alluvial,6.03,55.78,207.11,7.5,0.67,1.42,33.43,80.65,0
Loamy,106.13,19.62,47.8,6.44,1.0,0.11,34.57,64.9,3
Alluvial,131.5,55.37,84.25,6.54,0.95,0.3,20.46,68.5,0
Loamy,62.79,63.91,127.8,7.32,0.84,0.19,26.0,82.07,3
Loamy,135.42,40.14,174.28,7.18,0.89,0.96,19.73,59.73,3
Sandy,11.58,44.67,206.11,5.88,0.29,0.37,27.09,65.3,4
Loamy,114.95,38.73,26.1,7.19,0.92,1.26,22.34,87.57,3
Loamy,66.15,26.37,32.99,6.54,0.92,1.18,25.01,45.05,3
Black,73.16,5.84,29.59,7.64,1.65,1.7,36.74,51.29,1
Sandy,90.49,52.56,137.24,6.83,0.49,0.26,32.06,86.83,4
Alluvial,121.18,84.94,185.84,7.07,0.65,1.22,35.96,49.22,0
Clayey,10.03,57.8,11.99,7.63,1.21,1.11,21.24,49.79,2
Alluvial,10.29,28.0,118.15,6.35,0.53,0.48,32.57,73.61,0
Silty,94.21,64.31,66.46,7.35,0.98,0.41,23.16,72.24,5
Alluvial,80.75,3.11,27.67,6.63,0.4,1.01,22.48,91.45,0
Alluvial,91.24,67.7,138.34,6.48,0.7,1.23,33.86,76.39,0
Black,13.43,87.41,14.07,8.38,1.01,1.08,36.05,64.49,1
Alluvial,117.05,19.44,26.9,6.27,0.49,0.75,21.93,70.39,0
Silty,103.25,53.25,92.37,7.12,0.46,0.36,24.64,93.12,5
Alluvial,73.08,4.03,240.96,7.3,1.16,0.69,36.41,66.72,0
Black,128.81,78.39,249.51,7.79,1.63,1.51,31.22,56.76,1
Sandy,4.48,59.67,132.54,6.44,0.37,0.28,20.91,77.93,4
Loamy,123.52,73.74,142.17,6.15,1.05,0.28,20.19,68.39,3
Sandy,85.74,15.7,15.47,5.84,0.41,0.28,37.41,75.3,4
Sandy,51.37,2.17,272.96,6.74,0.43,0.4,34.17,71.17,4
Sandy,37.0,16.45,221.69,5.76,0.17,0.3,29.7,44.74,4
Silty,93.88,29.06,222.42,7.48,0.46,0.27,23.29,80.0,5
Silty,95.97,52.54,234.98,6.68,0.79,0.33,28.35,52.69,5
Alluvial,123.93,36.78,23.88,6.25,1.0,0.19,32.0,94.65,0
Alluvial,113.22,69.06,194.41,6.48,1.07,0.43,37.93,87.78,0
Sandy,48.69,41.54,17.87,7.07,0.4,0.06,20.06,84.89,4
Silty,112.8,3.63,91.34,6.49,1.18,1.12,33.42,84.24,5
Sandy,107.51,5.56,161.16,6.27,0.45,0.14,25.47,87.69,4
Black,75.1,45.24,119.23,7.57,1.51,1.7,32.73,75.3,1
Loamy,123.84,14.25,162.44,6.45,0.71,1.5,28.73,74.58,3
Alluvial,130.11,35.83,258.48,7.34,0.79,0.19,33.16,62.04,0
Clayey,14.58,57.05,136.47,6.21,1.43,0.68,24.53,75.25,2
Silty,128.27,63.78,120.68,6.96,1.2,0.11,37.17,89.14,5
Black,64.83,26.73,194.22,7.68,1.82,0.82,28.22,52.71,1
Sandy,43.99,33.67,96.58,6.16,0.37,0.39,29.48,93.86,4
Loamy,139.43,70.21,139.42,6.14,0.91,0.83,30.36,44.82,3
Sandy,50.06,53.67,104.05,5.92,0.16,0.16,27.78,52.04,4
Loamy,73.96,11.65,83.5,7.03,0.76,0.64,21.7,41.87,3
Black,129.13,45.77,263.6,7.47,1.08,1.65,26.16,49.77,1
Loamy,51.79,18.48,238.5,6.9,1.15,1.44,34.59,92.03,3
Silty,92.58,32.9,253.52,6.18,0.94,1.16,21.63,65.23,5
Black,52.65,70.27,29.6,7.72,1.75,1.14,30.41,87.11,1
Clayey,88.45,32.94,149.22,7.12,1.23,2.44,35.46,42.33,2
Alluvial,85.52,9.78,25.35,6.59,0.98,0.81,24.77,74.4,0
Alluvial,11.53,63.07,270.72,6.21,1.13,0.76,26.83,54.73,0
Loamy,108.0,24.46,20.89,6.15,0.58,0.52,35.76,57.97,3
Black,83.85,20.21,221.47,7.91,1.5,1.04,36.56,92.25,1
Black,97.78,7.67,264.55,7.62,1.25,1.68,31.91,57.85,1
Loamy,52.64,3.86,127.63,7.37,0.79,0.9,32.9,92.17,3
Silty,87.6,56.03,213.81,6.84,0.44,1.07,20.07,70.43,5
Loamy,97.99,23.18,137.37,6.24,0.93,0.73,26.17,79.6,3
Clayey,6.03,57.58,113.16,6.85,1.16,1.12,32.51,71.89,2
Silty,77.02,64.81,34.82,6.51,0.55,1.43,25.57,81.08,5
Alluvial,56.05,46.87,41.61,6.65,1.01,1.47,23.89,72.28,0
Silty,78.98,33.9,24.06,7.24,0.46,1.28,34.23,85.74,5
Alluvial,66.16,27.08,34.22,7.46,1.16,1.25,32.49,75.43,0
Clayey,121.33,45.42,211.14,7.87,0.84,1.24,29.37,58.75,2
Black,80.81,20.0,180.01,8.35,1.84,0.63,25.52,84.85,1
Silty,112.2,63.96,31.67,7.4,1.11,1.16,27.49,51.01,5
Alluvial,73.02,24.15,21.87,6.51,1.1,0.27,29.07,52.5,0
Alluvial,6.01,16.93,103.07,6.15,0.6,0.44,18.91,82.98,0
Sandy,53.52,12.93,219.8,6.09,0.42,0.39,29.05,83.1,4
Alluvial,104.92,24.89,193.9,6.75,0.65,0.81,27.13,74.11,0
Sandy,20.73,89.17,163.43,6.65,0.19,0.06,23.78,76.17,4
Alluvial,116.37,62.4,78.56,6.52,1.08,0.2,25.12,54.49,0
Black,123.21,69.5,248.97,7.34,1.37,0.48,20.38,81.82,1
Loamy,56.96,46.49,234.6,6.48,0.89,0.73,18.34,72.02,3
Sandy,46.02,65.95,13.82,6.05,0.18,0.2,26.74,51.43,4
Black,55.22,48.81,269.45,7.3,0.86,1.32,26.54,59.61,1
Clayey,64.45,34.9,30.79,6.6,1.06,1.38,19.17,48.46,2
Sandy,11.38,49.34,209.37,6.2,0.34,0.36,28.33,40.42,4
Silty,106.19,15.27,23.64,6.23,1.12,0.13,37.68,88.33,5
Alluvial,90.64,71.53,220.5,6.4,0.56,0.74,28.32,91.06,0
Sandy,50.41,54.17,30.43,6.77,0.34,0.18,30.73,81.19,4
Sandy,40.43,34.27,189.64,7.11,0.18,0.25,30.5,72.83,4
Sandy,55.99,44.0,37.88,6.4,0.47,0.15,18.96,93.16,4
Loamy,129.96,36.24,161.33,6.64,0.64,1.49,35.08,73.32,3
Black,3.18,29.1,250.74,7.93,1.76,0.9,37.06,42.14,1
Sandy,39.79,78.57,21.33,7.09,0.29,0.27,28.38,59.11,4
Silty,101.28,66.6,137.34,6.97,0.96,1.28,19.83,92.93,5
Sandy,9.08,47.79,182.84,7.17,0.42,0.1,20.13,70.82,4
Alluvial,127.2,84.48,223.75,6.25,0.86,0.95,36.82,56.63,0
Sandy,29.99,23.41,78.51,5.84,0.21,0.06,25.83,92.9,4
Silty,97.51,52.24,220.43,6.58,0.73,0.43,25.18,79.42,5
Alluvial,135.52,18.55,170.81,6.13,0.91,1.02,24.6,63.64,0
Alluvial,89.56,11.96,71.0,6.29,0.72,1.29,36.82,71.79,0
Silty,118.63,34.04,29.06,6.08,0.78,0.17,29.28,60.54,5
Black,97.72,27.17,53.55,7.2,1.56,1.62,28.64,81.08,1
Silty,58.34,62.8,166.57,6.17,0.68,1.0,26.6,48.38,5
Silty,67.63,72.06,192.15,6.47,0.94,0.44,30.24,76.74,5
Clayey,110.32,46.46,33.97,6.97,0.86,2.04,21.59,77.13,2
Black,103.19,52.73,12.07,7.53,1.885,1.4,32.59,85.74,1
Sandy,37.76,76.22,22.91,6.01,0.21,0.37,34.57,79.8,4
Black,114.2,21.81,16.53,7.61,1.11,0.44,18.4,79.7,1
Sandy,15.36,8.42,119.51,7.1,0.3,0.37,26.42,72.23,4
Alluvial,6.17,62.52,43.89,7.15,0.97,0.37,20.3,45.93,0
Loamy,58.97,44.56,48.88,6.29,0.76,0.36,36.2,64.63,3
Loamy,108.19,82.28,23.5,6.71,1.06,0.48,19.84,60.05,3
Alluvial,132.14,56.97,130.18,6.83,0.73,1.13,35.26,42.74,0
Alluvial,74.8,55.34,10.52,6.32,1.05,1.08,32.7,60.83,0
Sandy,135.1,11.04,253.94,7.19,0.42,0.18,31.61,67.61,4
Loamy,137.22,60.89,203.13,6.33,0.55,1.17,22.36,89.1,3
Loamy,82.94,62.21,106.42,6.88,1.04,1.31,22.77,66.85,3
Black,14.55,85.76,200.8,8.26,1.77,0.9,22.23,42.19,1
Silty,81.98,23.15,148.36,6.85,0.61,1.39,32.6,74.3,5
Sandy,74.08,22.22,222.1,6.66,0.49,0.2,26.72,49.74,4
Loamy,130.05,6.25,29.87,7.42,0.51,1.21,26.16,62.59,3
Loamy,84.44,86.55,102.04,6.28,1.04,0.95,19.26,61.17,3
Alluvial,130.61,7.21,13.01,7.24,0.43,1.1,34.79,82.77,0
Sandy,15.76,44.49,83.03,5.77,0.24,0.06,23.87,65.94,4
Alluvial,105.5,50.26,259.67,6.38,0.81,1.37,26.37,87.02,0
Sandy,77.26,3.29,76.29,5.66,0.47,0.18,27.33,86.0,4
Alluvial,106.21,19.04,93.76,6.15,1.08,1.1,21.56,49.52,0
Sandy,53.82,40.91,222.31,6.6,0.37,0.23,21.18,78.57,4
Loamy,125.81,47.7,270.99,7.26,0.49,0.28,31.59,94.06,3
Silty,10.89,7.34,97.99,7.28,0.65,0.73,29.87,55.58,5
Alluvial,119.09,47.4,176.74,7.32,0.77,1.44,34.76,69.92,0
Sandy,10.51,79.55,36.31,6.93,0.2,0.37,27.17,43.71,4
Alluvial,8.67,13.49,154.8,6.27,1.08,1.44,20.51,86.08,0
Alluvial,112.17,58.79,40.21,7.13,0.59,0.28,33.26,75.3,0
Clayey,128.28,24.34,107.02,6.44,0.67,1.03,28.88,74.16,2
Black,87.33,27.04,224.73,8.2,1.1,1.39,31.41,88.19,1
Alluvial,89.6,45.69,223.6,6.4,0.93,0.38,25.35,48.94,0
Alluvial,107.23,78.01,53.86,6.22,1.12,0.22,32.68,80.84,0
Clayey,100.31,80.85,174.77,7.03,1.13,1.06,22.54,44.37,2
Silty,88.8,14.19,278.13,6.48,0.64,1.03,28.15,41.33,5
Loamy,6.59,32.16,10.1,6.86,0.93,1.17,35.39,74.4,3
Alluvial,136.11,8.46,18.71,7.34,1.06,1.13,31.49,61.46,0
Loamy,124.35,6.5,31.38,7.07,0.57,1.48,19.15,60.44,3
Loamy,70.69,6.76,22.04,6.16,0.67,1.18,29.84,79.59,3
Loamy,67.8,48.25,141.37,6.03,0.96,0.95,28.33,79.31,3
Alluvial,5.97,74.82,123.45,6.68,1.16,0.87,32.02,50.87,0
Loamy,113.06,10.96,200.63,6.15,0.58,0.99,34.89,65.81,3
Loamy,99.68,23.75,274.86,7.2,1.09,1.01,21.65,90.12,3
Alluvial,137.73,58.51,210.37,7.0,0.79,0.63,19.76,74.53,0
Loamy,125.31,15.14,251.84,6.07,0.64,0.46,20.51,43.59,3
Black,124.39,68.22,128.4,7.64,1.6,1.1,34.95,90.61,1
Sandy,19.83,24.49,168.21,6.52,0.13,0.12,36.09,83.38,4
Alluvial,110.8,54.11,33.69,6.45,0.46,0.58,36.17,72.63,0
Clayey,131.95,18.28,99.93,6.98,0.86,1.34,28.75,78.41,2
Clayey,136.38,5.21,161.73,7.84,1.01,1.89,18.35,43.97,2
Alluvial,135.77,18.11,226.97,6.09,0.62,1.28,28.35,63.67,0
Silty,87.76,6.26,101.41,6.16,1.2,0.96,24.87,86.92,5
Loamy,113.65,70.37,170.85,7.46,0.91,1.45,33.12,87.29,3
Alluvial,68.73,49.87,255.88,6.68,0.68,0.39,30.35,87.05,0
Loamy,91.98,3.72,187.89,6.16,1.15,0.79,37.79,90.47,3
Black,8.23,80.73,260.22,8.34,1.8,1.71,26.18,55.59,1
Silty,130.25,40.55,208.48,6.07,0.6,1.41,31.03,49.25,5
Loamy,125.96,85.91,164.64,6.79,0.43,0.85,36.6,79.88,3
Loamy,124.17,68.3,22.17,7.08,0.72,0.26,37.13,41.39,3
Silty,115.13,77.49,146.33,6.7,1.19,1.23,33.7,66.55,5
Sandy,67.35,64.13,133.67,5.89,0.46,0.39,18.48,59.08,4
Alluvial,5.28,36.88,13.23,6.02,0.58,0.84,30.77,60.95,0
Silty,116.8,33.39,111.71,6.96,0.65,1.15,25.93,50.37,5
Sandy,105.91,32.43,39.92,6.87,0.41,0.34,18.79,83.9,4
Silty,82.49,55.64,249.72,6.13,0.45,0.66,23.66,74.29,5
Loamy,10.1,66.52,38.29,6.39,0.82,0.51,29.35,49.38,3
Black,116.63,30.58,16.47,7.66,1.36,1.75,29.05,58.1,1
Sandy,58.92,76.24,128.54,5.52,0.18,0.13,36.92,77.24,4
Loamy,72.11,33.58,75.68,6.19,1.08,0.13,30.49,56.17,3
Clayey,134.29,2.73,31.37,6.39,1.27,2.08,20.88,47.89,2
Silty,134.53,48.91,141.58,6.33,0.43,1.14,33.61,79.22,5
Silty,8.72,5.03,116.06,6.45,0.95,0.34,31.33,91.57,5
Sandy,24.18,51.87,124.91,6.26,0.2,0.3,22.6,81.63,4
Loamy,13.24,74.0,247.2,6.08,0.73,0.93,31.89,50.23,3
Alluvial,126.81,25.64,112.36,7.05,0.92,0.78,26.74,92.91,0
Sandy,55.22,65.66,206.8,6.6,0.46,0.23,25.18,52.08,4
Alluvial,68.89,43.32,261.91,6.9,1.05,0.64,29.33,89.61,0
Loamy,81.4,59.66,130.58,6.08,0.51,0.16,18.51,66.21,3
Clayey,60.25,80.65,262.0,6.77,1.41,0.5,23.12,60.2,2
Alluvial,66.65,11.63,168.85,6.26,1.16,0.61,36.58,79.22,0
Alluvial,107.85,55.22,107.6,6.7,0.49,0.95,30.16,60.13,0
Black,89.59,64.04,109.63,7.46,1.52,1.2,20.28,73.84,1
Loamy,6.22,10.96,18.52,6.5,0.76,0.99,29.4,51.87,3
Black,110.78,14.22,260.18,7.7,0.88,1.45,33.35,47.71,1
Alluvial,81.55,11.65,40.27,6.43,0.59,0.64,31.61,77.5,0
Clayey,107.65,37.06,15.47,6.4,1.38,0.56,29.73,61.62,2
Silty,72.69,18.87,254.69,6.83,1.14,1.16,35.85,46.09,5
Loamy,78.74,36.38,155.62,6.48,1.02,0.2,23.66,64.44,3
Silty,73.85,7.36,180.66,6.16,0.66,0.13,37.96,45.54,5
Clayey,3.98,67.19,10.63,6.91,1.09,0.87,31.28,43.12,2
Alluvial,132.85,56.79,18.92,7.16,0.61,1.12,33.06,54.18,0
Alluvial,12.29,53.71,148.69,7.1,0.5,0.75,25.69,50.61,0
Sandy,33.61,34.74,114.7,6.35,0.23,0.38,28.26,56.87,4
Black,93.35,46.27,226.23,8.31,1.885,0.63,19.86,88.54,1
Loamy,123.38,33.75,273.97,6.16,0.53,0.55,32.05,49.54,3
Black,123.38,28.44,42.11,8.23,1.62,1.08,32.06,93.78,1
Loamy,54.59,39.86,243.91,6.41,0.74,1.02,27.97,93.06,3
Black,53.9,5.34,163.18,8.14,1.52,1.46,25.83,69.56,1
Alluvial,68.54,43.3,107.9,7.34,0.53,0.62,33.75,42.76,0
Clayey,94.62,60.5,112.81,7.75,0.75,0.75,29.07,54.17,2
Black,81.4,58.84,169.85,7.3,0.94,1.66,19.93,83.94,1
Loamy,110.67,39.62,77.62,7.32,1.03,0.18,34.33,73.18,3
Loamy,12.77,81.79,84.38,6.52,1.13,0.64,30.73,88.44,3
Silty,51.47,75.93,72.28,7.42,0.6,0.13,25.84,85.24,5
Loamy,77.88,26.06,231.91,7.1,0.67,0.59,34.11,67.37,3
Loamy,92.73,6.08,33.38,7.02,1.03,1.07,24.11,77.35,3
Alluvial,118.9,85.58,274.02,6.46,0.4,1.21,35.88,51.23,0
Sandy,84.38,54.83,243.2,5.85,0.46,0.36,28.64,93.25,4
Sandy,14.23,42.69,235.16,6.97,0.2,0.13,34.26,47.63,4
Loamy,63.71,24.39,230.72,6.37,1.12,0.27,29.59,92.59,3
Sandy,7.95,58.73,182.34,6.09,0.18,0.32,32.53,76.39,4
Loamy,97.83,3.17,33.37,6.43,0.73,1.48,36.01,61.26,3
Clayey,120.07,49.99,83.17,7.81,1.18,0.76,30.69,48.59,2
Loamy,12.87,50.13,61.21,6.7,0.84,0.47,34.77,81.77,3
Silty,93.39,29.67,185.22,7.09,0.51,0.95,28.78,49.42,5
Alluvial,62.1,44.03,180.79,6.7,0.45,1.4,29.46,71.61,0
Silty,87.45,37.68,44.41,7.33,0.99,1.27,36.61,43.62,5
Alluvial,139.82,51.41,264.08,6.89,0.63,0.52,33.72,83.77,0
Alluvial,138.97,4.83,240.89,6.37,1.0,0.51,25.11,63.04,0
Alluvial,57.3,2.27,127.89,6.72,0.75,1.43,32.21,71.88,0
Alluvial,126.31,76.04,252.84,6.32,0.75,1.47,36.3,67.9,0
Loamy,128.85,4.64,52.47,6.92,0.7,1.35,27.27,85.21,3
Loamy,7.61,52.9,167.26,6.58,0.6,1.06,22.97,68.68,3
Alluvial,81.85,46.84,193.27,7.47,0.46,0.59,30.97,92.24,0
Alluvial,11.03,45.15,274.34,7.47,1.11,0.97,25.59,80.68,0
Sandy,57.84,69.3,62.94,5.67,0.27,0.17,28.23,70.56,4
Sandy,34.9,38.34,166.07,6.95,0.19,0.16,20.66,40.29,4
Loamy,55.18,19.98,142.14,6.11,0.73,1.14,22.23,55.78,3
Silty,8.51,37.18,126.78,6.93,0.59,0.18,34.32,52.24,5
Loamy,75.32,17.62,93.36,7.31,0.59,1.16,20.08,57.73,3
Silty,14.01,3.21,249.71,7.34,0.61,0.75,19.35,62.77,5
Black,102.18,5.42,270.89,8.48,0.82,0.99,31.7,58.02,1
Silty,113.58,79.7,217.02,7.42,1.05,1.48,32.07,79.36,5
Loamy,55.06,74.9,263.85,6.98,0.77,1.36,34.59,80.01,3
Black,51.22,73.77,111.98,7.62,1.74,1.03,25.15,58.48,1
Sandy,13.42,55.8,29.3,6.09,0.36,0.09,29.41,81.52,4
Loamy,7.24,7.39,132.67,6.06,0.62,0.95,34.35,78.24,3
Loamy,100.54,42.04,222.08,6.34,0.68,1.47,35.35,58.75,3
Loamy,80.8,19.45,148.93,6.14,1.05,0.2,25.99,79.7,3
Alluvial,130.55,36.58,174.65,6.42,0.78,0.69,22.8,83.86,0
Sandy,43.51,2.28,139.61,5.64,0.34,0.25,35.2,41.28,4
Loamy,76.27,77.85,279.39,7.48,0.49,0.94,29.77,57.02,3
Loamy,80.52,58.28,25.62,6.63,0.63,1.31,22.6,68.62,3
Alluvial,86.79,84.57,255.74,7.28,0.59,0.94,22.16,54.24,0
Alluvial,135.26,23.62,60.1,6.95,0.85,0.65,18.67,60.01,0
Clayey,70.95,35.17,236.28,7.87,0.9,2.15,19.59,57.92,2
Loamy,69.5,70.53,165.15,6.11,1.07,1.47,24.55,51.31,3
Sandy,36.94,36.1,164.81,6.69,0.11,0.07,29.83,71.09,4
Black,104.9,13.71,211.92,7.64,0.98,0.55,25.95,92.99,1
Alluvial,73.08,30.1,24.6,6.41,0.74,1.22,34.3,64.87,0
Silty,104.71,4.65,160.39,7.32,0.61,0.14,29.99,78.55,5
Loamy,135.14,44.71,20.16,6.18,0.91,0.37,36.68,45.75,3
Alluvial,81.46,30.66,85.61,7.46,0.78,0.11,21.18,94.95,0
Alluvial,117.63,21.72,265.17,6.42,0.44,0.57,21.41,60.35,0
Loamy,126.08,45.21,150.5,7.42,0.44,0.42,35.99,72.52,3
Loamy,84.4,36.56,197.87,6.97,0.93,0.32,29.84,75.7,3
Alluvial,63.3,3.97,188.64,6.44,0.7,1.08,24.56,55.13,0
Silty,52.99,86.14,155.37,6.44,1.08,0.57,28.05,90.79,5
Alluvial,5.28,53.34,208.24,6.83,0.86,1.31,31.07,53.37,0
Loamy,88.03,59.98,248.18,6.29,0.42,1.06,27.12,84.47,3
Alluvial,138.31,24.35,258.52,6.37,1.11,1.18,24.49,81.97,0
Loamy,105.65,63.17,107.52,6.99,0.87,1.0,26.92,76.78,3
Silty,76.21,7.6,12.98,6.57,0.78,0.34,30.81,77.07,5
Sandy,11.06,29.49,182.45,6.16,0.44,0.29,34.94,84.11,4
Black,62.9,4.87,195.95,7.58,0.83,0.41,36.84,92.36,1
Clayey,73.94,76.65,236.08,6.24,1.46,2.27,23.51,80.18,2
Black,129.82,27.83,277.19,8.16,1.0,1.39,21.07,73.04,1
Alluvial,61.25,8.26,221.02,6.01,0.8,0.28,37.34,41.96,0
Black,113.45,8.74,15.12,8.06,1.14,1.32,27.31,84.25,1
Loamy,61.39,62.7,86.53,6.38,0.44,0.72,18.38,63.01,3
Black,69.21,70.43,65.19,7.81,1.885,1.12,27.82,63.17,1
Silty,4.53,7.86,260.52,6.71,0.89,0.36,18.79,55.39,5
Clayey,113.17,60.65,171.51,6.97,1.47,0.85,24.54,80.05,2
Alluvial,95.59,72.45,205.0,6.11,1.08,1.0,37.42,41.37,0
Loamy,85.24,86.6,29.62,7.43,0.53,0.1,19.27,82.49,3
Silty,100.72,19.73,108.8,6.06,0.82,1.11,31.23,48.66,5
Loamy,59.84,89.49,71.34,6.69,0.52,0.45,33.63,85.64,3
Loamy,87.66,22.21,145.93,6.91,0.88,1.17,23.9,78.28,3
Alluvial,62.77,37.99,262.25,6.34,0.87,0.51,18.62,86.87,0
Alluvial,11.55,8.7,87.63,6.65,0.71,0.33,21.5,90.63,0
