Soil_Type,Crop_Recommended,Nitrogen,Phosphorus,Potassium,pH,Moisture,Organic_Carbon,Electrical_Conductivity,Temperature,Humidity,Soil_Health_Score,Soil_Health_Class,Nutrient_Deficiencies,Soil_Fertility_Status
Black,Wheat,82.09,28.61,186.62,8.3,42.98,1.29,1.37,36.42,50.08,84.2,Excellent,None,Fertile
Sandy,Groundnut,52.96,83.36,155.1,6.59,16.56,0.12,0.14,28.91,85.82,72.44,Good,None,Fertile
Black,Cotton,128.73,80.15,231.6,7.2,37.26,1.8,1.01,22.97,60.5,97.0,Excellent,None,Fertile
Sandy,Potato,47.43,62.89,139.79,6.31,24.45,0.16,0.3,25.08,81.49,69.88,Good,Nitrogen,Moderately Fertile
Alluvial,Sugarcane,137.35,88.3,62.56,6.14,34.22,0.56,1.09,20.08,62.7,74.26,Good,Potassium,Moderately Fertile
Silty,Rice,7.84,6.8,244.39,6.9,29.47,0.69,0.51,28.28,77.59,61.91,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Soybean,124.53,73.32,30.45,7.05,26.14,1.12,0.86,37.35,64.15,80.79,Excellent,Potassium,Moderately Fertile
Silty,Jute,97.76,50.58,207.28,6.61,43.93,0.81,1.01,26.2,45.49,88.45,Excellent,None,Fertile
Alluvial,Sugarcane,101.6,8.84,210.58,6.04,27.67,0.84,0.93,20.62,72.59,75.81,Good,Phosphorus,Moderately Fertile
Alluvial,Sugarcane,109.62,36.22,123.99,7.21,43.62,0.91,1.05,35.94,40.94,83.54,Excellent,None,Fertile
Loamy,Soybean,84.8,80.42,26.72,6.15,27.95,0.97,0.59,25.86,88.75,77.96,Good,Potassium,Moderately Fertile
Loamy,Soybean,134.26,74.83,69.06,6.84,31.72,0.85,1.23,25.78,76.77,80.77,Excellent,Potassium,Moderately Fertile
Silty,Rice,137.28,37.31,229.14,7.31,31.83,0.63,1.02,35.03,74.27,81.05,Excellent,None,Fertile
Loamy,Maize,102.74,8.57,274.54,6.55,40.48,1.08,0.34,23.26,65.83,82.27,Excellent,Phosphorus,Moderately Fertile
Alluvial,Cotton,56.41,80.98,221.46,6.07,47.57,0.43,0.82,21.94,74.13,75.59,Good,None,Fertile
Alluvial,Rice,65.17,37.36,71.1,6.35,37.7,0.95,1.47,23.68,80.86,79.22,Good,Potassium,Moderately Fertile
Alluvial,Jute,89.9,85.84,63.66,7.46,36.19,0.9,0.29,33.34,73.97,78.03,Good,Potassium,Moderately Fertile
Loamy,Soybean,74.55,78.36,150.14,6.79,44.62,1.1,1.1,30.41,44.36,91.48,Excellent,None,Fertile
Loamy,Wheat,105.96,57.18,34.78,6.34,30.59,0.65,1.08,19.22,45.95,74.29,Good,Potassium,Moderately Fertile
Black,Soybean,135.87,78.06,103.65,7.66,37.98,1.59,1.51,18.15,56.32,90.52,Excellent,None,Fertile
Loamy,Soybean,78.54,52.88,195.3,6.57,36.78,0.84,0.23,32.07,47.52,88.61,Excellent,None,Fertile
Loamy,Soybean,77.04,75.24,136.37,7.23,25.88,0.93,0.83,19.93,93.79,85.65,Excellent,None,Fertile
Loamy,Groundnut,118.14,25.21,113.15,6.99,43.69,1.1,0.64,20.18,73.12,83.18,Excellent,None,Fertile
Loamy,Potato,51.96,29.16,165.74,7.18,45.87,0.64,1.27,32.35,88.43,74.48,Good,None,Fertile
Alluvial,Sugarcane,8.67,5.76,173.19,7.37,27.12,0.86,0.9,19.83,51.21,62.18,Good,"Nitrogen, Phosphorus",Infertile
Sandy,Potato,11.65,75.0,170.45,7.02,6.55,0.19,0.29,28.92,92.68,64.68,Good,Nitrogen,Moderately Fertile
Black,Cotton,62.9,9.24,214.82,7.51,53.46,1.19,1.2,36.32,65.17,77.18,Good,Phosphorus,Moderately Fertile
Loamy,Tomato,88.17,33.19,162.96,7.43,38.13,1.06,0.16,34.02,66.11,86.25,Excellent,None,Fertile
Clayey,Rice,117.78,68.12,258.15,6.17,69.74,1.17,1.21,32.61,85.58,92.35,Excellent,None,Fertile
Silty,Tomato,74.81,27.7,19.74,6.82,34.96,0.47,0.51,21.4,84.02,65.19,Good,Potassium,Moderately Fertile
Alluvial,Cotton,71.91,89.06,268.03,6.92,45.21,1.02,0.41,29.27,78.44,89.05,Excellent,None,Fertile
Clayey,Wheat,115.96,28.73,122.82,7.47,60.88,1.17,2.2,20.95,67.82,79.78,Good,None,Fertile
Loamy,Soybean,76.5,53.89,188.51,7.05,33.35,1.07,0.96,29.78,90.34,90.0,Excellent,None,Fertile
Black,Wheat,85.17,42.05,196.44,8.45,58.23,1.45,1.01,34.19,74.44,89.92,Excellent,None,Fertile
Clayey,Wheat,2.68,25.73,97.04,8.05,63.81,0.8,0.5,24.61,66.1,58.73,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Groundnut,115.16,43.48,125.37,6.85,38.33,0.48,1.21,19.96,68.81,79.56,Good,None,Fertile
Alluvial,Jute,112.52,6.3,63.12,6.12,43.77,0.52,0.97,35.24,73.77,62.31,Good,"Phosphorus, Potassium",Infertile
Alluvial,Maize,97.3,17.29,175.72,7.2,49.29,0.51,0.9,30.23,80.08,72.93,Good,Phosphorus,Moderately Fertile
Black,Soybean,12.14,35.0,86.35,7.3,47.13,1.73,1.73,28.12,73.33,76.49,Good,"Nitrogen, Potassium",Infertile
Silty,Jute,67.83,27.45,187.89,7.1,27.42,0.67,0.81,25.65,66.52,77.46,Good,None,Fertile
Loamy,Maize,139.04,4.89,176.68,6.51,45.09,0.91,0.19,34.86,72.26,78.01,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,74.0,30.78,151.69,6.16,42.88,1.0,0.71,27.22,63.84,85.39,Excellent,None,Fertile
Silty,Jute,128.76,2.72,180.39,6.91,31.09,1.11,0.89,33.06,63.83,79.52,Good,Phosphorus,Moderately Fertile
Clayey,Wheat,103.59,72.17,156.48,7.28,67.85,0.6,1.06,28.19,79.89,81.6,Excellent,None,Fertile
Loamy,Wheat,95.37,74.34,167.48,6.04,34.63,0.4,0.96,23.39,83.24,78.87,Good,None,Fertile
Clayey,Sugarcane,51.26,68.59,203.36,6.44,74.64,0.61,1.03,33.85,54.12,79.58,Good,None,Fertile
Silty,Tomato,109.03,22.41,97.0,7.08,40.85,0.49,1.19,25.86,55.4,70.19,Good,"Phosphorus, Potassium",Infertile
Loamy,Groundnut,137.0,68.17,30.45,7.19,30.65,1.13,0.37,31.02,51.96,80.26,Excellent,Potassium,Moderately Fertile
Alluvial,Maize,62.63,31.42,43.24,6.5,33.55,0.49,0.23,29.9,47.99,67.42,Good,Potassium,Moderately Fertile
Black,Soybean,4.86,21.9,151.58,7.25,56.64,1.2,1.22,20.83,64.04,73.19,Good,"Nitrogen, Phosphorus",Infertile
Loamy,Maize,62.99,80.64,132.54,6.1,42.18,0.83,0.8,30.29,69.05,81.95,Excellent,None,Fertile
Sandy,Groundnut,3.92,9.92,103.89,6.57,15.61,0.26,0.24,37.52,60.42,52.38,Moderate,"Nitrogen, Phosphorus",Infertile
Loamy,Soybean,93.34,42.49,181.54,6.12,49.9,0.88,0.15,26.78,91.37,87.27,Excellent,None,Fertile
Silty,Tomato,6.14,43.85,275.62,6.77,30.74,0.49,0.3,21.13,69.74,70.01,Good,Nitrogen,Moderately Fertile
Black,Sugarcane,62.54,20.79,207.88,7.67,43.94,1.57,1.1,25.55,92.87,85.34,Excellent,Phosphorus,Moderately Fertile
Loamy,Potato,68.22,34.9,177.54,6.2,32.81,1.11,0.83,24.65,81.09,87.84,Excellent,None,Fertile
Loamy,Maize,6.94,40.92,51.43,7.21,49.91,0.68,0.7,20.79,40.26,62.34,Good,"Nitrogen, Potassium",Infertile
Loamy,Soybean,123.09,2.82,178.47,7.27,37.98,1.06,1.33,29.64,69.04,76.92,Good,Phosphorus,Moderately Fertile
Black,Sugarcane,55.46,21.1,128.34,7.77,43.38,1.53,0.97,31.99,42.64,81.83,Excellent,Phosphorus,Moderately Fertile
Silty,Rice,13.05,47.45,256.57,6.96,47.6,1.11,0.81,36.61,89.25,80.54,Excellent,Nitrogen,Moderately Fertile
Sandy,Groundnut,20.35,36.83,33.12,5.62,6.78,0.3,0.27,31.52,69.1,53.71,Moderate,"Nitrogen, Potassium",Infertile
Alluvial,Sugarcane,12.5,85.41,165.84,7.06,45.73,0.83,0.84,21.01,88.32,75.28,Good,Nitrogen,Moderately Fertile
Loamy,Potato,90.34,17.81,211.98,6.12,26.33,0.89,0.27,37.38,71.33,80.04,Excellent,Phosphorus,Moderately Fertile
Black,Sugarcane,128.48,4.9,244.54,8.43,61.03,1.0,1.7,27.95,72.72,69.62,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,120.66,29.61,214.45,6.22,46.22,0.54,1.09,27.1,94.24,78.64,Good,None,Fertile
Loamy,Wheat,71.31,27.69,182.22,7.25,37.37,0.41,0.95,34.36,53.73,73.03,Good,None,Fertile
Loamy,Tomato,2.64,36.48,157.56,6.69,42.75,0.76,0.34,20.6,64.87,73.15,Good,Nitrogen,Moderately Fertile
Clayey,Sugarcane,54.14,80.17,17.12,6.32,45.21,0.84,1.22,19.23,84.28,71.48,Good,Potassium,Moderately Fertile
Alluvial,Jute,8.58,45.85,273.33,7.37,26.54,1.14,0.21,37.81,75.76,78.25,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,101.32,55.47,200.61,6.17,25.47,0.97,1.1,19.71,74.46,89.02,Excellent,None,Fertile
Alluvial,Sugarcane,126.76,66.2,28.02,6.24,27.97,0.87,1.46,23.64,55.83,76.86,Good,Potassium,Moderately Fertile
Black,Soybean,60.09,9.04,14.22,8.22,58.9,1.57,1.62,26.35,93.48,65.47,Good,"Phosphorus, Potassium",Infertile
Silty,Tomato,79.4,29.43,182.22,6.51,38.41,0.63,0.59,36.01,56.89,81.43,Excellent,None,Fertile
Loamy,Soybean,93.22,57.92,75.09,6.92,29.14,0.52,0.86,27.59,76.2,75.41,Good,Potassium,Moderately Fertile
Alluvial,Cotton,6.81,38.37,41.51,7.0,32.59,0.73,0.13,37.74,54.5,62.78,Good,"Nitrogen, Potassium",Infertile
Alluvial,Sugarcane,105.08,19.58,70.83,7.09,35.39,0.49,0.56,30.81,84.74,66.87,Good,"Phosphorus, Potassium",Infertile
Clayey,Wheat,59.25,45.13,183.73,6.57,73.3,0.77,2.33,22.62,70.57,79.24,Good,None,Fertile
Black,Sugarcane,100.74,75.96,211.28,8.49,50.89,1.6,0.89,35.06,49.56,90.55,Excellent,None,Fertile
Sandy,Groundnut,39.3,5.93,93.78,5.78,24.42,0.15,0.11,29.06,49.67,50.26,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Silty,Jute,7.85,75.09,273.48,7.21,28.5,0.53,1.04,26.17,58.21,68.76,Good,Nitrogen,Moderately Fertile
Sandy,Tomato,49.81,23.87,256.24,5.97,15.27,0.36,0.24,37.05,60.11,67.44,Good,"Nitrogen, Phosphorus",Infertile
Silty,Jute,120.94,67.22,245.2,6.64,35.72,0.59,0.18,18.19,93.15,84.63,Excellent,None,Fertile
Black,Cotton,105.22,47.06,52.52,8.49,45.67,1.81,1.44,37.93,70.33,81.89,Excellent,Potassium,Moderately Fertile
Black,Soybean,129.83,56.08,10.23,8.1,60.63,2.0,0.66,26.15,77.11,80.08,Excellent,Potassium,Moderately Fertile
Clayey,Wheat,76.21,74.6,150.37,6.92,48.31,0.84,1.48,31.1,50.41,86.77,Excellent,None,Fertile
Alluvial,Jute,106.31,21.87,21.42,7.41,44.22,0.68,1.07,20.1,87.97,64.81,Good,"Phosphorus, Potassium",Infertile
Sandy,Potato,57.8,4.2,59.78,7.05,6.76,0.23,0.19,36.7,56.27,52.93,Moderate,"Phosphorus, Potassium",Infertile
Alluvial,Maize,126.67,5.92,34.59,6.11,37.92,1.13,0.26,24.48,57.07,69.76,Good,"Phosphorus, Potassium",Infertile
Silty,Jute,91.96,87.16,249.76,6.98,28.25,1.07,1.2,30.89,60.45,90.93,Excellent,None,Fertile
Black,Soybean,118.49,52.52,46.92,7.54,47.21,1.49,1.0,25.37,88.67,85.97,Excellent,Potassium,Moderately Fertile
Loamy,Maize,82.31,2.38,229.19,6.65,49.03,0.6,0.11,34.85,62.07,72.21,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,19.15,45.1,229.89,6.42,19.68,0.32,0.12,27.24,48.18,69.29,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,76.66,79.67,34.58,5.56,14.07,0.44,0.3,28.91,80.03,66.32,Good,Potassium,Moderately Fertile
Alluvial,Maize,128.87,31.78,115.52,7.08,41.14,0.72,0.76,36.61,71.82,78.8,Good,None,Fertile
Loamy,Wheat,130.04,36.39,45.51,6.79,43.64,0.57,1.33,27.52,54.84,73.06,Good,Potassium,Moderately Fertile
Black,Wheat,109.96,31.18,132.03,8.01,60.05,1.49,1.35,29.85,41.98,88.25,Excellent,None,Fertile
Silty,Jute,126.01,8.48,242.31,6.09,38.68,1.11,0.73,20.77,41.69,80.44,Excellent,Phosphorus,Moderately Fertile
Black,Soybean,87.22,45.43,50.57,7.75,38.94,1.6,1.64,35.84,87.81,84.57,Excellent,Potassium,Moderately Fertile
Clayey,Sugarcane,128.2,7.42,45.93,8.06,62.74,1.41,2.16,34.92,73.41,67.13,Good,"Phosphorus, Potassium",Infertile
Loamy,Tomato,119.13,41.14,231.23,6.52,28.75,0.74,1.38,37.62,61.33,86.93,Excellent,None,Fertile
Clayey,Rice,68.05,66.89,164.08,7.08,57.0,0.87,1.13,35.96,84.58,85.11,Excellent,None,Fertile
Black,Soybean,132.22,6.66,231.7,8.36,35.95,1.82,0.59,25.26,87.2,80.09,Excellent,Phosphorus,Moderately Fertile
Loamy,Maize,92.06,67.89,153.77,7.49,34.14,0.55,1.06,26.64,62.57,79.72,Good,None,Fertile
Alluvial,Maize,77.84,68.14,106.17,6.51,47.07,0.58,1.35,19.06,60.55,79.96,Good,None,Fertile
Clayey,Wheat,78.7,44.57,208.47,6.37,65.68,1.41,1.37,18.26,57.37,97.13,Excellent,None,Fertile
Loamy,Soybean,84.0,57.19,65.34,7.45,41.91,0.91,1.45,19.33,63.8,78.39,Good,Potassium,Moderately Fertile
Silty,Jute,132.75,14.76,130.42,7.19,44.86,0.99,0.21,37.77,72.96,78.4,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,101.72,54.85,222.18,6.36,34.2,0.94,0.42,33.16,76.89,89.47,Excellent,None,Fertile
Silty,Jute,9.45,54.03,226.53,6.86,45.48,0.44,0.55,23.65,50.12,69.28,Good,Nitrogen,Moderately Fertile
Loamy,Tomato,110.42,76.54,243.16,6.55,26.3,0.48,1.08,21.44,66.75,82.75,Excellent,None,Fertile
Black,Sugarcane,59.42,67.34,104.92,7.61,40.78,1.51,1.44,21.33,48.12,87.51,Excellent,None,Fertile
Loamy,Soybean,100.46,19.59,82.9,6.15,27.42,0.63,1.02,21.44,43.7,70.48,Good,"Phosphorus, Potassium",Infertile
Alluvial,Maize,86.76,34.13,50.06,6.46,28.62,0.65,1.17,36.79,70.17,74.29,Good,Potassium,Moderately Fertile
Silty,Jute,69.72,14.88,25.33,7.16,28.89,0.54,0.82,31.83,53.44,60.03,Good,"Phosphorus, Potassium",Infertile
Alluvial,Maize,70.03,13.21,30.06,6.87,27.25,0.72,1.25,20.66,58.85,64.4,Good,"Phosphorus, Potassium",Infertile
Loamy,Soybean,81.74,29.42,51.31,6.8,40.75,0.84,1.24,28.69,88.86,75.7,Good,Potassium,Moderately Fertile
Loamy,Maize,85.55,62.01,219.65,7.15,33.12,0.49,0.68,24.45,83.86,80.42,Excellent,None,Fertile
Silty,Rice,109.21,39.48,167.29,6.47,47.19,0.58,0.22,32.89,62.47,83.84,Excellent,None,Fertile
Loamy,Maize,80.92,84.46,59.87,7.22,27.77,1.0,1.08,18.61,56.53,80.56,Excellent,Potassium,Moderately Fertile
Loamy,Potato,108.14,85.79,55.1,7.03,26.48,0.67,0.74,24.73,66.49,75.58,Good,Potassium,Moderately Fertile
Sandy,Tomato,55.3,56.3,188.93,5.76,7.27,0.4,0.3,20.71,66.05,73.35,Good,None,Fertile
Silty,Rice,109.32,55.24,32.61,6.15,37.95,0.41,0.82,22.09,82.69,69.15,Good,Potassium,Moderately Fertile
Clayey,Rice,73.33,34.73,35.64,6.09,58.78,1.23,0.67,29.38,60.6,79.92,Good,Potassium,Moderately Fertile
Loamy,Potato,127.13,2.23,50.91,6.12,41.23,0.65,0.62,34.09,64.43,62.04,Good,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,14.23,41.53,32.97,6.67,16.43,0.13,0.26,25.48,60.62,55.45,Moderate,"Nitrogen, Potassium",Infertile
Loamy,Maize,120.02,4.63,68.47,6.68,25.24,0.7,0.95,37.53,53.31,67.23,Good,"Phosphorus, Potassium",Infertile
Black,Sugarcane,117.64,16.36,267.56,8.24,35.96,0.83,1.24,32.06,92.2,72.75,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,137.27,32.82,64.1,7.38,49.12,0.61,0.54,33.18,91.13,71.24,Good,Potassium,Moderately Fertile
Loamy,Soybean,12.54,66.22,13.4,6.7,49.34,0.69,0.98,31.18,83.67,62.61,Good,"Nitrogen, Potassium",Infertile
Black,Sugarcane,130.03,89.17,58.96,7.87,39.44,1.41,1.31,20.6,47.17,84.06,Excellent,Potassium,Moderately Fertile
Black,Soybean,57.94,42.86,166.44,7.9,53.83,1.72,1.17,27.24,89.54,89.82,Excellent,None,Fertile
Sandy,Groundnut,26.59,46.86,268.87,5.62,12.91,0.19,0.17,24.27,89.63,64.37,Good,Nitrogen,Moderately Fertile
Alluvial,Rice,96.0,22.83,253.62,7.07,30.53,0.76,0.56,23.86,80.21,79.59,Good,Phosphorus,Moderately Fertile
Alluvial,Rice,62.22,25.26,91.24,6.07,31.8,1.15,1.03,32.61,44.89,78.42,Good,Potassium,Moderately Fertile
Loamy,Maize,60.51,39.9,64.71,6.97,42.04,1.15,1.19,35.62,81.23,81.45,Excellent,Potassium,Moderately Fertile
Clayey,Rice,95.19,56.99,187.61,6.61,61.94,1.13,0.56,32.32,76.09,93.78,Excellent,None,Fertile
Alluvial,Cotton,55.44,47.33,16.48,6.53,37.0,0.61,0.63,23.98,80.49,68.85,Good,Potassium,Moderately Fertile
Loamy,Maize,113.31,40.99,154.54,6.88,31.98,0.52,0.56,27.1,40.5,82.27,Excellent,None,Fertile
Loamy,Maize,94.51,83.04,124.28,6.91,40.11,0.72,1.18,22.4,73.45,83.16,Excellent,None,Fertile
Silty,Tomato,59.04,77.89,110.83,6.55,45.93,1.04,0.31,26.79,57.81,85.11,Excellent,None,Fertile
Silty,Jute,132.19,12.38,122.01,7.12,25.71,0.45,0.64,22.48,84.84,68.21,Good,Phosphorus,Moderately Fertile
Loamy,Wheat,2.39,22.4,165.47,6.04,29.43,0.75,0.97,34.86,68.86,65.9,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Jute,77.37,62.86,99.76,7.33,29.09,1.02,1.31,33.26,46.63,83.45,Excellent,Potassium,Moderately Fertile
Black,Sugarcane,59.76,67.95,65.43,7.35,56.65,1.54,0.53,27.35,59.63,85.36,Excellent,Potassium,Moderately Fertile
Loamy,Groundnut,71.42,69.65,141.59,6.83,44.18,0.67,0.1,31.57,86.88,82.84,Excellent,None,Fertile
Sandy,Tomato,5.27,74.89,49.37,6.69,24.34,0.28,0.34,32.27,69.45,57.82,Moderate,"Nitrogen, Potassium",Infertile
Sandy,Potato,18.09,70.05,91.2,5.83,19.97,0.33,0.34,18.06,90.16,61.1,Good,"Nitrogen, Potassium",Infertile
Alluvial,Cotton,92.22,70.4,261.73,7.17,48.84,0.45,1.0,32.88,57.02,79.65,Good,None,Fertile
Silty,Jute,13.79,18.31,244.36,7.43,36.64,0.5,0.18,28.45,82.46,60.92,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Rice,80.42,66.05,240.91,6.94,33.3,1.11,1.2,29.9,83.15,91.8,Excellent,None,Fertile
Sandy,Potato,14.15,17.98,215.84,6.3,20.59,0.42,0.34,35.73,75.8,62.18,Good,"Nitrogen, Phosphorus",Infertile
Alluvial,Maize,102.27,65.35,252.52,6.17,44.43,0.99,1.45,35.48,93.79,89.35,Excellent,None,Fertile
Sandy,Potato,123.4,4.09,16.72,5.6,21.36,0.49,0.14,23.04,43.91,54.35,Moderate,"Phosphorus, Potassium",Infertile
Silty,Jute,110.96,59.44,206.39,7.35,48.85,0.62,0.72,34.58,88.27,81.58,Excellent,None,Fertile
Loamy,Wheat,85.78,85.82,92.41,6.06,47.0,0.83,1.37,36.83,92.46,81.01,Excellent,Potassium,Moderately Fertile
Loamy,Maize,137.79,14.59,64.74,7.03,44.4,0.9,1.48,27.03,61.17,71.8,Good,"Phosphorus, Potassium",Infertile
Loamy,Maize,7.69,4.77,76.63,6.09,35.72,0.62,0.91,22.71,83.61,52.47,Moderate,"Nitrogen, Phosphorus, Potassium",Infertile
Loamy,Wheat,57.57,10.41,132.13,6.45,47.74,0.48,1.49,30.6,58.27,67.06,Good,Phosphorus,Moderately Fertile
Sandy,Groundnut,35.68,57.05,122.82,6.98,10.36,0.26,0.07,31.4,63.75,67.63,Good,Nitrogen,Moderately Fertile
Loamy,Wheat,135.37,27.09,233.98,6.17,44.56,0.8,0.26,22.93,63.69,81.88,Excellent,None,Fertile
Sandy,Groundnut,14.33,34.63,255.08,6.24,15.86,0.33,0.09,29.49,80.85,65.96,Good,Nitrogen,Moderately Fertile
Silty,Rice,96.78,41.65,104.11,6.01,28.46,1.05,0.88,33.43,89.47,85.47,Excellent,None,Fertile
Clayey,Wheat,133.18,25.93,189.95,7.11,44.01,1.01,0.5,30.89,48.82,84.59,Excellent,None,Fertile
Loamy,Groundnut,126.58,60.93,16.36,6.58,47.54,0.74,1.24,30.99,50.52,75.35,Good,Potassium,Moderately Fertile
Black,Sugarcane,13.25,80.49,21.22,8.12,50.04,1.1,1.36,32.26,55.25,63.16,Good,"Nitrogen, Potassium",Infertile
Black,Cotton,93.22,16.8,35.67,7.36,54.8,1.07,1.75,36.45,84.57,69.64,Good,"Phosphorus, Potassium",Infertile
Clayey,Sugarcane,13.52,22.55,246.14,6.19,53.68,1.1,2.05,24.23,57.97,71.09,Good,"Nitrogen, Phosphorus",Infertile
Black,Cotton,4.52,29.64,25.25,7.99,43.43,1.98,0.49,32.74,90.4,65.93,Good,"Nitrogen, Potassium",Infertile
Clayey,Sugarcane,117.45,61.69,148.24,6.99,49.21,1.2,2.39,19.0,80.8,87.55,Excellent,None,Fertile
Clayey,Sugarcane,14.61,42.65,132.2,6.3,46.31,1.06,1.51,24.35,48.17,78.63,Good,Nitrogen,Moderately Fertile
Black,Cotton,106.7,3.51,254.57,8.39,55.21,0.88,0.56,26.96,42.67,68.55,Good,Phosphorus,Moderately Fertile
Black,Wheat,88.63,61.56,264.3,7.81,40.0,1.33,0.88,20.16,45.46,91.12,Excellent,None,Fertile
Silty,Jute,4.89,73.4,217.72,6.16,45.72,1.14,0.99,18.73,83.94,79.28,Good,Nitrogen,Moderately Fertile
Alluvial,Cotton,64.5,9.85,115.47,7.39,40.2,0.49,1.02,27.19,55.79,63.51,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,116.9,69.67,155.04,6.48,35.22,1.06,0.87,18.9,44.24,92.07,Excellent,None,Fertile
Alluvial,Maize,91.77,33.81,211.34,6.58,42.99,1.12,0.31,36.25,62.69,91.5,Excellent,None,Fertile
Alluvial,Sugarcane,111.44,54.72,61.49,7.07,47.8,1.11,1.46,21.78,55.92,83.28,Excellent,Potassium,Moderately Fertile
Alluvial,Jute,105.22,14.17,55.53,6.28,38.17,0.94,1.27,31.49,43.9,72.06,Good,"Phosphorus, Potassium",Infertile
Sandy,Potato,54.39,73.39,204.77,7.11,9.97,0.43,0.27,23.22,80.1,75.35,Good,None,Fertile
Sandy,Potato,55.96,72.23,233.09,7.2,21.58,0.21,0.37,29.47,50.46,71.49,Good,None,Fertile
Alluvial,Jute,79.34,5.43,72.55,6.27,31.78,0.95,1.47,18.44,58.53,70.67,Good,"Phosphorus, Potassium",Infertile
Clayey,Sugarcane,112.54,45.96,232.89,6.27,41.9,1.1,1.94,28.67,58.49,89.04,Excellent,None,Fertile
Loamy,Tomato,87.18,25.73,268.55,6.33,34.11,1.08,1.17,29.96,81.49,86.89,Excellent,None,Fertile
Loamy,Soybean,121.38,27.66,192.14,7.1,46.76,0.71,1.27,18.52,86.65,80.22,Excellent,None,Fertile
Black,Sugarcane,10.45,67.29,137.95,7.39,44.79,1.55,1.41,35.78,57.16,83.39,Excellent,Nitrogen,Moderately Fertile
Loamy,Potato,58.94,28.73,77.83,6.32,42.32,0.44,0.62,37.46,55.76,67.25,Good,Potassium,Moderately Fertile
Sandy,Groundnut,54.1,22.94,75.27,5.99,13.87,0.27,0.16,29.43,58.9,59.8,Moderate,"Phosphorus, Potassium",Infertile
Sandy,Groundnut,135.63,22.09,154.43,6.91,19.84,0.5,0.33,29.61,58.11,75.81,Good,Phosphorus,Moderately Fertile
Black,Soybean,64.45,81.67,178.86,7.61,42.78,1.68,1.17,34.5,69.99,92.36,Excellent,None,Fertile
Sandy,Potato,92.89,6.37,18.59,7.19,5.11,0.49,0.39,18.53,52.34,57.33,Moderate,"Phosphorus, Potassium",Infertile
Sandy,Potato,58.55,50.79,189.68,6.67,22.19,0.34,0.37,29.53,66.63,76.74,Good,None,Fertile
Loamy,Soybean,139.75,12.44,52.81,7.02,41.25,0.56,0.92,19.54,61.91,64.41,Good,"Phosphorus, Potassium",Infertile
Alluvial,Sugarcane,128.92,19.51,133.74,6.87,29.22,0.45,0.51,23.43,40.82,72.87,Good,Phosphorus,Moderately Fertile
Black,Wheat,13.72,56.48,101.66,7.9,44.93,1.67,1.39,32.68,72.4,78.16,Good,Nitrogen,Moderately Fertile
Sandy,Groundnut,3.13,81.33,232.19,6.96,19.05,0.23,0.16,34.38,71.5,64.22,Good,Nitrogen,Moderately Fertile
Loamy,Soybean,74.44,6.08,102.95,7.17,37.5,0.86,1.1,28.15,58.82,70.07,Good,Phosphorus,Moderately Fertile
Alluvial,Cotton,94.27,52.4,62.71,7.44,47.42,1.13,1.41,20.74,82.5,81.87,Excellent,Potassium,Moderately Fertile
Black,Soybean,103.86,21.04,94.65,8.43,48.98,1.35,1.79,25.28,88.03,75.37,Good,"Phosphorus, Potassium",Infertile
Loamy,Tomato,122.24,4.81,153.27,6.33,41.17,0.71,0.36,25.14,84.43,73.75,Good,Phosphorus,Moderately Fertile
Loamy,Soybean,80.27,64.57,184.31,7.09,49.45,1.09,0.18,28.06,86.91,90.72,Excellent,None,Fertile
Sandy,Tomato,78.74,15.97,29.37,6.08,6.96,0.49,0.1,18.9,56.08,61.62,Good,"Phosphorus, Potassium",Infertile
Black,Cotton,109.04,74.3,138.2,7.38,40.74,0.99,1.22,29.21,90.2,86.55,Excellent,None,Fertile
Alluvial,Jute,79.86,84.53,19.3,6.56,40.31,1.2,1.01,27.45,59.44,83.16,Excellent,Potassium,Moderately Fertile
Alluvial,Rice,50.87,27.62,196.38,7.27,39.74,0.94,1.06,35.9,77.69,78.33,Good,None,Fertile
Loamy,Potato,121.14,27.14,116.01,6.83,40.18,0.63,1.4,35.49,42.76,77.04,Good,None,Fertile
Loamy,Wheat,67.37,89.91,78.9,6.16,30.48,1.14,0.9,30.21,63.11,83.38,Excellent,Potassium,Moderately Fertile
Loamy,Soybean,109.41,88.28,267.95,6.66,46.38,0.92,0.16,25.91,73.88,90.03,Excellent,None,Fertile
Clayey,Wheat,127.56,26.34,209.94,8.13,44.8,1.04,1.95,23.78,77.59,77.43,Good,None,Fertile
Alluvial,Maize,71.5,81.01,113.24,6.13,26.26,1.09,0.17,21.84,79.36,86.13,Excellent,None,Fertile
